rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,country code,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,website_url,,intl_stu_dec,intl_val,stu_val,female,male,stu_rank,stu_rank_a
128,University of Freiburg,64.1,1280,46.7,177,51.3,132,86.2,188,100,9,74.2,346,master_account,0,/world-university-rankings/university-freiburg,,Germany,"19,417",34.4,17%,53:47:00,University of Freiburg,"Archaeology,Sport Science,Law,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),General Engineering,Biological Sciences,Accounting & Finance,Computer Science,Physics & Astronomy,Business & Management,Languages, Literature & Linguistics,Chemical Engineering,Sociology,Other Health,Civil Engineering,Communication & Media Studies,Agriculture & Forestry,Psychology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Medicine & Dentistry,Chemistry,Geography,History, Philosophy & Theology,Mathematics & Statistics,Education",FALSE,FALSE,FALSE,,,0.17,3300.89,19417,53,47,877,1796
129,University of Leeds,63.9,1290,46.1,187,49.1,150,87.3,167,68.8,458,94.6,57,master_account,0,/world-university-rankings/university-leeds,,United Kingdom,"33,450",14.4,32%,59:41:00,University of Leeds,"Geography,Physics & Astronomy,Chemical Engineering,Medicine & Dentistry,Economics & Econometrics,Psychology,Other Health,Law,Business & Management,Mechanical & Aerospace Engineering,General Engineering,Mathematics & Statistics,Biological Sciences,Electrical & Electronic Engineering,Chemistry,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Sociology,Architecture,History, Philosophy & Theology,Computer Science,Sport Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Accounting & Finance,Education,Communication & Media Studies,Languages, Literature & Linguistics",FALSE,FALSE,FALSE,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-90575012,,0.32,10704,33450,59,41,344,2329
130,University of Nottingham,63.8,1300,45.6,196,45.9,180,90.6,115,71.2,402,92.8,87,master_account,0,/world-university-rankings/university-nottingham,,United Kingdom,"33,520",16,27%,54:46:00,University of Nottingham,"History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Computer Science,Communication & Media Studies,General Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Other Health,Mechanical & Aerospace Engineering,Mathematics & Statistics,Psychology,Biological Sciences,Law,Accounting & Finance,Archaeology,Chemical Engineering,Chemistry,Art, Performing Arts & Design,Agriculture & Forestry,Physics & Astronomy,Architecture,Sport Science,Geography,Medicine & Dentistry,Veterinary Science,Sociology,Business & Management,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Education",FALSE,FALSE,FALSE,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-18193873,,0.27,9050.4,33520,54,46,343,2330
131,Tohoku University,63.8,1310,67.8,48,66.4,61,53.8,924,99.9,37,58.5,613,master_account,0,/world-university-rankings/tohoku-university,,Japan,"17,409",11.8,12%,28 : 72,Tohoku University,"Architecture,Agriculture & Forestry,Chemistry,Business & Management,Electrical & Electronic Engineering,Communication & Media Studies,Economics & Econometrics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Physics & Astronomy,Archaeology,Biological Sciences,Geography,General Engineering,Sociology,Accounting & Finance,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,Psychology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Other Health,Veterinary Science,Education,Computer Science,Sport Science,Law",FALSE,FALSE,FALSE,,,0.12,2089.08,17409,28,0,1016,1657
132,University of Florida,63.7,1320,55.5,93,56.7,103,78.3,357,88.9,174,50.9,774,public,0,/world-university-rankings/university-florida,,United States,"48,114",16.7,9%,56:44:00,University of Florida,"Mechanical & Aerospace Engineering,Communication & Media Studies,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Sociology,Other Health,Biological Sciences,Psychology,Computer Science,Mathematics & Statistics,Education,Languages, Literature & Linguistics,General Engineering,Chemistry,Electrical & Electronic Engineering,Physics & Astronomy,Law,Art, Performing Arts & Design,Chemical Engineering,Geography,Architecture,Agriculture & Forestry,Business & Management,History, Philosophy & Theology,Sport Science,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Civil Engineering,Politics & International Studies (incl Development Studies)",FALSE,FALSE,FALSE,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-25479123,,0.09,4330.26,48114,56,44,131,2542
133,University of Rochester,63.6,1330,50.8,128,42.9,211,88.3,150,89,173,81.7,229,private,0,/world-university-rankings/university-rochester,,United States,"9,855",7.3,34%,50:50:00,University of Rochester,"Mechanical & Aerospace Engineering,Biological Sciences,Education,Medicine & Dentistry,History, Philosophy & Theology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Chemistry,Communication & Media Studies,Mathematics & Statistics,Chemical Engineering,Sociology,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Languages, Literature & Linguistics,Other Health,Art, Performing Arts & Design,Archaeology,Politics & International Studies (incl Development Studies),Computer Science,Physics & Astronomy,Economics & Econometrics",FALSE,FALSE,FALSE,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-49369082,,0.34,3350.7,9855,50,50,1618,1055
134,Trinity College Dublin,63.2,1340,44,221,48.4,154,87.6,160,76.6,309,91.4,110,master_account,11,/world-university-rankings/trinity-college-dublin,,Ireland,"18,778",22.2,34%,61:39:00,Trinity College Dublin,"Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Civil Engineering,Psychology,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Sociology,Biological Sciences,Geography,History, Philosophy & Theology,Physics & Astronomy,Accounting & Finance,Electrical & Electronic Engineering,Law,Medicine & Dentistry,Chemistry,Education,Other Health,Politics & International Studies (incl Development Studies),Economics & Econometrics,Languages, Literature & Linguistics,Mathematics & Statistics,Business & Management",FALSE,FALSE,FALSE,,,0.34,6384.52,18778,61,39,928,1745
135,Queen Mary University of London,63.1,1350,37.6,376,42.6,216,97.9,14,73.9,350,98.1,7,master_account,0,/world-university-rankings/queen-mary-university-london,,United Kingdom,"22,205",14.6,45%,54:46:00,Queen Mary University of London,"Medicine & Dentistry,Biological Sciences,Chemistry,Communication & Media Studies,Electrical & Electronic Engineering,Business & Management,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Psychology,Civil Engineering,General Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Art, Performing Arts & Design,History, Philosophy & Theology,Law,Computer Science,Mathematics & Statistics,Chemical Engineering,Geography,Politics & International Studies (incl Development Studies),Other Health,Veterinary Science,Accounting & Finance,Physics & Astronomy",FALSE,FALSE,FALSE,,,0.45,9992.25,22205,54,46,748,1925
136,University of Hamburg,63,1360,44.7,209,53.3,122,84.8,216,98.6,78,65.7,470,master_account,0,/world-university-rankings/university-hamburg,,Germany,"29,240",58.5,13%,58:42:00,University of Hamburg,"Accounting & Finance,Geography,Business & Management,Agriculture & Forestry,Sport Science,Geology, Environmental, Earth & Marine Sciences,Law,History, Philosophy & Theology,Mathematics & Statistics,Computer Science,Politics & International Studies (incl Development Studies),Communication & Media Studies,Physics & Astronomy,Medicine & Dentistry,Chemistry,Archaeology,Languages, Literature & Linguistics,Economics & Econometrics,Other Health,Education,Psychology,Sociology,Biological Sciences",FALSE,FALSE,FALSE,,,0.13,3801.2,29240,58,42,480,2193
137,Technical University of Berlin,63,1370,47.8,163,55.6,108,78.1,364,99.9,36,71.3,388,master_account,0,/world-university-rankings/technical-university-berlin,,Germany,"20,425",49.6,29%,35 : 65,Technical University of Berlin,"General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Architecture,Education,Chemical Engineering,Electrical & Electronic Engineering,Chemistry,Civil Engineering,Mathematics & Statistics,Sociology,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Accounting & Finance,Computer Science",FALSE,FALSE,FALSE,,,0.29,5923.25,20425,35,0,826,1847
138,University of Colorado Boulder,62.9,1380,46.5,182,51.9,127,88.6,145,82.8,231,56.6,650,public,0,/world-university-rankings/university-colorado-boulder,,United States,"35,844",16.5,8%,45:55:00,University of Colorado Boulder,"Business & Management,Art, Performing Arts & Design,General Engineering,Mathematics & Statistics,Law,Sociology,Computer Science,Chemistry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Physics & Astronomy,Architecture,Communication & Media Studies,Electrical & Electronic Engineering,Psychology,Education,Biological Sciences,Civil Engineering,History, Philosophy & Theology,Chemical Engineering,Languages, Literature & Linguistics,Geography",FALSE,FALSE,FALSE,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-73893083,,0.08,2867.52,35844,45,55,281,2392
139,Maastricht University,62.9,1390,41.4,271,47.1,166,86.1,190,98.1,88,97.4,18,master_account,0,/world-university-rankings/maastricht-university,,Netherlands,"21,337",19.6,57%,60:40:00,Maastricht University,"Education,Biological Sciences,Computer Science,Chemical Engineering,Medicine & Dentistry,Communication & Media Studies,Law,Languages, Literature & Linguistics,Economics & Econometrics,Other Health,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Sociology,Business & Management,Sport Science,Psychology,Accounting & Finance,Chemistry,Mathematics & Statistics,General Engineering,History, Philosophy & Theology",FALSE,FALSE,FALSE,,,0.57,12162.09,21337,60,40,784,1889
140,Karlsruhe Institute of Technology,62.8,1400,49.9,137,56.8,102,72.5,498,99.9,32,77.6,286,master_account,0,/world-university-rankings/karlsruhe-institute-technology,,Germany,"21,448",20.5,25%,29 : 71,Karlsruhe Institute of Technology,"Civil Engineering,Chemistry,Electrical & Electronic Engineering,Geography,History, Philosophy & Theology,Agriculture & Forestry,Accounting & Finance,Architecture,Biological Sciences,Mathematics & Statistics,Business & Management,General Engineering,Education,Art, Performing Arts & Design,Sport Science,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Computer Science,Physics & Astronomy,Mechanical & Aerospace Engineering,Communication & Media Studies",FALSE,FALSE,FALSE,,,0.25,5362,21448,29,0,781,1892
141,Radboud University Nijmegen,62.8,1410,39.1,334,51,136,91.3,103,81.4,246,77.7,284,master_account,11,/world-university-rankings/radboud-university-nijmegen,,Netherlands,"23,004",18.2,12%,57:43:00,Radboud University Nijmegen,"Geography,Art, Performing Arts & Design,Economics & Econometrics,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Agriculture & Forestry,Archaeology,Law,Education,Chemistry,Communication & Media Studies,Medicine & Dentistry,Psychology,Business & Management,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Computer Science,Other Health,Biological Sciences,Physics & Astronomy,History, Philosophy & Theology,Sociology,Accounting & Finance",FALSE,FALSE,FALSE,,,0.12,2760.48,23004,57,43,712,1961
142,Uppsala University,62.8,1420,43.9,223,55,111,81.3,296,97.7,92,74.7,336,master_account,0,/world-university-rankings/uppsala-university,,Sweden,"24,749",13.3,17%,60:40:00,Uppsala University,"Languages, Literature & Linguistics,Biological Sciences,Communication & Media Studies,General Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Chemistry,Economics & Econometrics,Medicine & Dentistry,Civil Engineering,Education,Chemical Engineering,Law,Accounting & Finance,Computer Science,Geography,Business & Management,Mathematics & Statistics,Psychology,Electrical & Electronic Engineering,Sociology,Archaeology,Geology, Environmental, Earth & Marine Sciences,Other Health,Physics & Astronomy",FALSE,FALSE,FALSE,,,0.17,4207.33,24749,60,40,646,2027
143,University of Lausanne,62.7,1430,41.7,268,46.3,175,87.3,166,99.5,59,90.4,125,master_account,0,/world-university-rankings/university-lausanne,,Switzerland,"14,478",10.5,23%,,University of Lausanne,"Geography,Biological Sciences,Communication & Media Studies,Sociology,Languages, Literature & Linguistics,Psychology,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Archaeology,Law,Economics & Econometrics,Other Health,Business & Management,Education,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Sport Science,Computer Science",FALSE,FALSE,FALSE,,,0.23,3329.94,14478,0,0,1207,1466
144,The University of Western Australia,62.7,1440,37.7,368,48.6,152,88.7,144,97.2,94,93.5,74,master_account,0,/world-university-rankings/university-western-australia,,Australia,"19,382",22.4,26%,50:50:00,The University of Western Australia,"Physics & Astronomy,Electrical & Electronic Engineering,Civil Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Psychology,Veterinary Science,Biological Sciences,Sociology,Archaeology,Architecture,Sport Science,Chemical Engineering,History, Philosophy & Theology,Languages, Literature & Linguistics,Geography,Medicine & Dentistry,Chemistry,Mathematics & Statistics,Art, Performing Arts & Design,Business & Management,Law,Accounting & Finance,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Other Health,Computer Science,Communication & Media Studies,Agriculture & Forestry,Education",FALSE,FALSE,FALSE,https://www.timeshighereducation.com/student/register-interest/aecc?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-74036713,,0.26,5039.32,19382,50,50,880,1793
